time,lcc,eff_norm,weighted_surv
116.582915,0.200000,1.000000,0.267974
117.587940,0.200000,1.000000,0.267974
118.592965,0.180000,1.000000,0.261438
119.597990,0.180000,1.000000,0.261438
120.603015,0.140000,1.000000,0.248366
121.608040,0.140000,1.000000,0.248366
122.613065,0.120000,1.000000,0.183007
123.618090,0.100000,1.000000,0.176471
124.623116,0.080000,1.000000,0.111111
125.628141,0.060000,1.000000,0.104575
126.633166,0.060000,1.000000,0.104575
127.638191,0.060000,1.000000,0.104575
128.643216,0.060000,1.000000,0.104575
129.648241,0.040000,1.000000,0.071895
130.653266,0.040000,1.000000,0.071895
131.658291,0.040000,1.000000,0.071895
132.663317,0.040000,1.000000,0.071895
133.668342,0.040000,1.000000,0.071895
134.673367,0.040000,1.000000,0.071895
135.678392,0.040000,1.000000,0.071895
136.683417,0.000000,0.000000,0.000000
137.688442,0.000000,0.000000,0.000000
138.693467,0.000000,0.000000,0.000000
139.698492,0.000000,0.000000,0.000000
140.703518,0.000000,0.000000,0.000000
141.708543,0.000000,0.000000,0.000000
142.713568,0.000000,0.000000,0.000000
143.718593,0.000000,0.000000,0.000000
144.723618,0.000000,0.000000,0.000000
145.728643,0.000000,0.000000,0.000000
146.733668,0.000000,0.000000,0.000000
147.738693,0.000000,0.000000,0.000000
148.743719,0.000000,0.000000,0.000000
149.748744,0.000000,0.000000,0.000000
150.753769,0.000000,0.000000,0.000000
151.758794,0.000000,0.000000,0.000000
152.763819,0.000000,0.000000,0.000000
153.768844,0.000000,0.000000,0.000000
154.773869,0.000000,0.000000,0.000000
155.778894,0.000000,0.000000,0.000000
156.783920,0.000000,0.000000,0.000000
157.788945,0.000000,0.000000,0.000000
158.793970,0.000000,0.000000,0.000000
159.798995,0.000000,0.000000,0.000000
160.804020,0.000000,0.000000,0.000000
161.809045,0.000000,0.000000,0.000000
162.814070,0.000000,0.000000,0.000000
163.819095,0.000000,0.000000,0.000000
164.824121,0.000000,0.000000,0.000000
165.829146,0.000000,0.000000,0.000000
166.834171,0.000000,0.000000,0.000000
167.839196,0.000000,0.000000,0.000000
168.844221,0.000000,0.000000,0.000000
169.849246,0.000000,0.000000,0.000000
170.854271,0.000000,0.000000,0.000000
171.859296,0.000000,0.000000,0.000000
172.864322,0.000000,0.000000,0.000000
173.869347,0.000000,0.000000,0.000000
174.874372,0.000000,0.000000,0.000000
175.879397,0.000000,0.000000,0.000000
176.884422,0.000000,0.000000,0.000000
177.889447,0.000000,0.000000,0.000000
178.894472,0.000000,0.000000,0.000000
179.899497,0.000000,0.000000,0.000000
180.904523,0.000000,0.000000,0.000000
181.909548,0.000000,0.000000,0.000000
182.914573,0.000000,0.000000,0.000000
183.919598,0.000000,0.000000,0.000000
184.924623,0.000000,0.000000,0.000000
185.929648,0.000000,0.000000,0.000000
186.934673,0.000000,0.000000,0.000000
187.939698,0.000000,0.000000,0.000000
188.944724,0.000000,0.000000,0.000000
189.949749,0.000000,0.000000,0.000000
190.954774,0.000000,0.000000,0.000000
191.959799,0.000000,0.000000,0.000000
192.964824,0.000000,0.000000,0.000000
193.969849,0.000000,0.000000,0.000000
194.974874,0.000000,0.000000,0.000000
195.979899,0.000000,0.000000,0.000000
196.984925,0.000000,0.000000,0.000000
197.989950,0.000000,0.000000,0.000000
198.994975,0.000000,0.000000,0.000000
200.000000,0.000000,0.000000,0.000000
